probe	SYMBOL	ENTREZID	Length
ENSG00000183111.11	ARHGEF37	389337	5324
ENSG00000124249.6	KCNK15	60598	2599
ENSG00000185834.10	NA	NA	497
ENSG00000241553.12	ARPC4	10093	3608
ENSG00000143198.12	MGST3	4259	8401
ENSG00000188153.12	COL4A5	1287	8738
ENSG00000163629.12	PTPN13	5783	9496
ENSG00000078018.19	MAP2	4133	11559
ENSG00000064115.10	TM7SF3	51768	3888
ENSG00000160803.7	UBQLN4	56893	3878
ENSG00000197601.12	FAR1	84188	7501
ENSG00000204261.8	PSMB8-AS1	100507463	1951
ENSG00000065135.10	GNAI3	2773	27174
ENSG00000055163.19	CYFIP2	26999	10498
ENSG00000004487.15	KDM1A	23028	5435
ENSG00000100991.11	TRPC4AP	26133	3226
ENSG00000137310.11	TCF19	6941	3538
ENSG00000185686.17	PRAME	23532	3775
ENSG00000136448.11	NMT1	4836	6669
ENSG00000182199.10	SHMT2	6472	4838
ENSG00000167772.11	ANGPTL4	51129	2482
ENSG00000211595.2	IGKJ3	28948	38
ENSG00000134853.11	PDGFRA	5156	9732
ENSG00000159640.15	ACE	1636	8365
ENSG00000164663.14	USP49	25862	10921
ENSG00000108262.15	GIT1	28964	5635
ENSG00000137965.10	IFI44	10561	2038
ENSG00000144560.14	VGLL4	9686	7236
ENSG00000102225.15	CDK16	5127	6524
ENSG00000183856.10	IQGAP3	128239	6742
ENSG00000173575.20	CHD2	1106	16960
ENSG00000196549.10	MME	4311	9620
ENSG00000275052.4	PPP4R3B	57223	8217
ENSG00000164050.12	PLXNB1	5364	9733
ENSG00000011258.15	MBTD1	54799	7201
ENSG00000260916.7	CCPG1	9236	8790
ENSG00000164751.14	PEX2	5828	4969
ENSG00000054267.21	ARID4B	51742	11073
ENSG00000170242.17	USP47	55031	11158
ENSG00000165476.13	REEP3	221035	5248
ENSG00000145860.11	RNF145	153830	4614
ENSG00000114279.13	FGF12	2257	7355
ENSG00000089177.18	KIF16B	55614	7721
ENSG00000185442.12	FAM174B	400451	4657
ENSG00000198542.13	ITGBL1	9358	6174
ENSG00000164880.15	INTS1	26173	9062
ENSG00000189339.11	SLC35E2B	728661	8395
ENSG00000126217.20	MCF2L	23263	23148
ENSG00000174282.11	ZBTB4	57659	6126
ENSG00000141349.8	G6PC3	92579	4551
ENSG00000163625.15	WDFY3	23001	16856
ENSG00000173457.10	PPP1R14B	26472	1655
ENSG00000100697.14	DICER1	23405	12294
ENSG00000084073.8	ZMPSTE24	10269	3572
ENSG00000143924.18	EML4	27436	8357
ENSG00000120805.13	ARL1	400	4979
ENSG00000135346.8	CGA	1081	2284
ENSG00000169116.11	PARM1	25849	5034
ENSG00000166833.19	NAV2	89797	14535
ENSG00000130638.16	ATXN10	25814	5127
ENSG00000105953.14	OGDH	4967	5210
ENSG00000088930.7	XRN2	22803	3437
ENSG00000188976.10	NOC2L	26155	5539
ENSG00000124641.15	MED20	9477	3278
ENSG00000160183.13	TMPRSS3	64699	5660
ENSG00000264522.5	OTUD7B	56957	12177
ENSG00000104783.11	KCNN4	3783	3289
ENSG00000065618.18	COL17A1	1308	6426
ENSG00000176887.6	SOX11	6664	8719
ENSG00000040341.17	STAU2	27067	8998
ENSG00000106078.17	COBL	23242	14349
ENSG00000115956.9	PLEK	5341	3314
ENSG00000108219.14	TSPAN14	81619	17888
ENSG00000116898.11	MRPS15	64960	2916
ENSG00000123338.12	NCKAP1L	3071	10596
ENSG00000174080.10	CTSF	8722	2896
ENSG00000126803.9	HSPA2	3306	5777
ENSG00000154174.7	TOMM70	9868	5387
ENSG00000198663.16	C6orf89	221477	7340
ENSG00000011405.13	PIK3C2A	5286	9204
ENSG00000124228.14	DDX27	55661	5457
ENSG00000196141.13	SPATS2L	26010	10437
ENSG00000048707.13	VPS13D	55187	20023
ENSG00000250186.3	NA	NA	963
ENSG00000114554.11	PLXNA1	5361	10944
ENSG00000141556.20	TBCD	6904	13546
ENSG00000135048.13	CEMIP2	23670	9625
ENSG00000051523.10	CYBA	1535	3357
ENSG00000118855.18	MFSD1	64747	5288
ENSG00000100522.8	GNPNAT1	64841	4009
ENSG00000103549.21	RNF40	9810	6523
ENSG00000110514.19	MADD	8567	8366
ENSG00000178982.9	EIF3K	27335	2798
ENSG00000160075.11	SSU72	29101	6925
ENSG00000165655.16	ZNF503	84858	3347
ENSG00000109118.13	PHF12	57649	12227
ENSG00000197629.5	MPEG1	219972	4442
ENSG00000097033.14	SH3GLB1	51100	6881
ENSG00000127948.15	POR	5447	6112
ENSG00000158604.14	TMED4	222068	3769
ENSG00000269242.1	NA	NA	838
ENSG00000119283.15	TRIM67	440730	9326
ENSG00000144228.8	SPOPL	339745	6468
ENSG00000138814.16	PPP3CA	5530	5213
ENSG00000091542.8	ALKBH5	54890	3190
ENSG00000178935.5	ZNF552	79818	2989
ENSG00000125740.13	FOSB	2354	5553
ENSG00000064961.18	HMG20B	10362	3857
ENSG00000041353.9	RAB27B	5874	7432
ENSG00000167881.14	SRP68	6730	7641
ENSG00000149547.14	EI24	9538	3558
ENSG00000114902.13	SPCS1	28972	5324
ENSG00000125637.15	PSD4	23550	13442
ENSG00000240376.1	RPS8P8	728553	629
ENSG00000101752.11	MIB1	57534	10033
ENSG00000124466.8	LYPD3	27076	2519
ENSG00000167767.13	KRT80	144501	4350
ENSG00000145715.14	RASA1	5921	5232
ENSG00000124939.5	SCGB2A1	4246	521
ENSG00000254999.3	BRK1	55845	1233
ENSG00000129422.14	MTUS1	57509	12010
ENSG00000141744.3	PNMT	5409	1457
ENSG00000281649.1	EBLN3P	100506710	6483
ENSG00000005483.20	KMT2E	55904	9231
ENSG00000165502.6	RPL36AL	6166	746
ENSG00000204394.12	VARS1	7407	6081
ENSG00000138642.14	HERC6	55008	5793
ENSG00000213625.8	LEPROT	54741	5237
ENSG00000003056.7	M6PR	4074	3777
ENSG00000186174.12	BCL9L	283149	10470
ENSG00000070731.10	ST6GALNAC2	10610	3098
ENSG00000134321.11	RSAD2	91543	4834
ENSG00000121022.13	COPS5	10987	7779
ENSG00000132639.12	SNAP25	6616	3357
ENSG00000242472.1	IGHJ5	28476	49
ENSG00000177706.8	FAM20C	56975	4629
ENSG00000134324.11	LPIN1	23175	11861
ENSG00000105655.18	ISYNA1	51477	3284
ENSG00000166337.9	TAF10	6881	6103
ENSG00000131389.16	SLC6A6	6533	8254
ENSG00000173757.9	STAT5B	6777	6447
ENSG00000111052.7	LIN7A	8825	6795
ENSG00000211450.9	SELENOH	280636	2305
ENSG00000160877.5	NACC1	112939	4474
ENSG00000175866.15	BAIAP2	10458	10288
ENSG00000159210.9	SNF8	11267	5270
ENSG00000266472.5	MRPS21	54460	1641
ENSG00000187446.11	CHP1	11261	3950
ENSG00000163618.17	CADPS	8618	14638
ENSG00000129292.20	PHF20L1	51105	20571
ENSG00000100897.17	DCAF11	80344	6350
ENSG00000163932.13	PRKCD	5580	3396
ENSG00000118058.20	KMT2A	4297	21961
ENSG00000205592.13	MUC19	283463	29490
ENSG00000127951.6	FGL2	10875	4604
ENSG00000137547.8	MRPL15	29088	1191
ENSG00000108561.8	C1QBP	708	2335
ENSG00000076003.4	MCM6	4175	4118
ENSG00000051620.10	HEBP2	23593	10356
ENSG00000262660.1	NA	NA	1922
ENSG00000057663.14	ATG5	9474	5517
ENSG00000121741.16	ZMYM2	7750	13618
ENSG00000182022.17	CHST15	51363	6554
ENSG00000168243.10	GNG4	2786	5401
ENSG00000141198.14	TOM1L1	10040	7275
ENSG00000123131.12	PRDX4	10549	1904
ENSG00000118482.11	PHF3	23469	10378
ENSG00000126267.8	COX6B1	1340	936
ENSG00000177119.15	ANO6	196527	8235
ENSG00000169139.11	UBE2V2	7336	6606
ENSG00000162772.16	ATF3	467	4040
ENSG00000168268.10	NT5DC2	64943	4719
ENSG00000062725.9	APPBP2	10513	9876
ENSG00000180817.11	PPA1	5464	5171
ENSG00000079739.15	PGM1	5236	4090
ENSG00000152926.14	ZNF117	51351	10691
ENSG00000164889.13	SLC4A2	6522	7590
ENSG00000168653.10	NDUFS5	4725	548
ENSG00000143776.18	CDC42BPA	8476	14055
ENSG00000105993.14	DNAJB6	10049	14981
ENSG00000136859.9	ANGPTL2	23452	3889
ENSG00000148606.12	POLR3A	11128	8917
ENSG00000174243.9	DDX23	9416	5419
ENSG00000173546.7	CSPG4	1464	8290
ENSG00000012171.19	SEMA3B	7869	5768
ENSG00000176868.2	NA	NA	2713
ENSG00000143179.14	UCK2	7371	6756
ENSG00000155760.2	FZD7	8324	3859
ENSG00000173917.10	HOXB2	3212	2336
ENSG00000128928.8	IVD	3712	6533
ENSG00000134109.10	EDEM1	9695	6758
ENSG00000206075.13	SERPINB5	5268	3939
ENSG00000162738.5	VANGL2	57216	5340
ENSG00000142552.7	RCN3	57333	2093
ENSG00000106636.7	YKT6	10652	3707
ENSG00000064309.14	CDON	50937	10600
ENSG00000114573.9	ATP6V1A	523	5130
ENSG00000175334.7	BANF1	8815	1645
ENSG00000233762.3	RPS15P4	401019	447
ENSG00000169241.17	SLC50A1	55974	2340
ENSG00000186432.8	KPNA4	3840	9413
ENSG00000049239.12	H6PD	9563	9321
ENSG00000105404.10	RABAC1	10567	1999
ENSG00000196507.10	TCEAL3	85012	2305
ENSG00000177239.14	MAN1B1	11253	8331
ENSG00000120256.9	LRP11	84918	5652
ENSG00000069702.10	TGFBR3	7049	8705
ENSG00000060749.14	QSER1	79832	10537
ENSG00000130811.11	EIF3G	8666	3486
ENSG00000175224.16	ATG13	9776	7001
ENSG00000108100.17	CCNY	219771	5743
ENSG00000211638.2	IGLV8-61	28774	414
ENSG00000135446.16	CDK4	1019	3168
ENSG00000269897.5	COMMD3-BMI1	100532731	1904
ENSG00000120963.11	ZNF706	51123	7393
ENSG00000164934.13	DCAF13	25879	9199
ENSG00000108389.9	MTMR4	9110	7475
ENSG00000265241.6	RBM8A	9939	5585
ENSG00000111907.20	TPD52L1	7164	7595
ENSG00000087111.20	PIGS	94005	5990
ENSG00000146676.8	PURB	5814	9069
ENSG00000054965.10	FAM168A	23201	7887
ENSG00000107937.18	GTPBP4	23560	6540
ENSG00000167005.13	NUDT21	11051	5954
ENSG00000226221.1	RPL26P19	441073	438
ENSG00000162981.13	LRATD1	151354	8384
ENSG00000076351.12	SLC46A1	113235	7838
ENSG00000027697.13	IFNGR1	3459	2571
ENSG00000108375.12	RNF43	54894	7505
ENSG00000168522.12	FNTA	2339	9551
ENSG00000139182.13	CLSTN3	9746	6865
ENSG00000092969.11	TGFB2	7042	5151
ENSG00000168488.18	ATXN2L	11273	6508
ENSG00000119638.12	NEK9	91754	10787
ENSG00000149923.13	PPP4C	5531	2734
ENSG00000115216.13	NRBP1	29959	5329
ENSG00000182534.13	MXRA7	439921	9257
ENSG00000158941.16	CCAR2	57805	6534
ENSG00000088247.17	KHSRP	8570	4563
ENSG00000072062.13	PRKACA	5566	6144
ENSG00000137462.6	TLR2	7097	4200
ENSG00000182827.8	ACBD3	64746	3578
ENSG00000165283.15	STOML2	30968	1806
ENSG00000197312.11	DDI2	84301	12136
ENSG00000133063.15	CHIT1	1118	7730
ENSG00000066468.22	FGFR2	2263	7578
ENSG00000073614.12	KDM5A	5927	12091
ENSG00000204539.3	CDSN	1041	2552
ENSG00000211965.4	IGHV3-49	28423	439
ENSG00000100823.11	APEX1	328	1886
ENSG00000104518.10	GSDMD	79792	5116
ENSG00000104365.13	IKBKB	3551	10239
ENSG00000203812.2	NA	NA	549
ENSG00000132463.13	GRSF1	2926	7785
ENSG00000147454.13	SLC25A37	51312	8147
ENSG00000203485.12	INF2	64423	9488
ENSG00000112972.14	HMGCS1	3157	4702
ENSG00000153560.11	UBP1	7342	9760
ENSG00000175727.13	MLXIP	22877	13905
ENSG00000120705.12	ETF1	2107	4601
ENSG00000125817.7	CENPB	1059	2840
ENSG00000116521.10	SCAMP3	10067	2442
ENSG00000102172.15	SMS	6611	2160
ENSG00000130520.10	LSM4	25804	3029
ENSG00000015133.18	CCDC88C	440193	12426
ENSG00000099337.4	KCNK6	9424	6169
ENSG00000131165.14	CHMP1A	5119	3208
ENSG00000099290.15	WASHC2A	387680	5159
ENSG00000154518.9	ATP5MC3	518	6780
ENSG00000168280.16	KIF5C	3800	9215
ENSG00000005486.16	RHBDD2	57414	2441
ENSG00000197119.12	SLC25A29	123096	7451
ENSG00000100441.9	KHNYN	23351	8015
ENSG00000049618.22	ARID1B	57492	44058
ENSG00000149582.15	TMEM25	84866	5529
ENSG00000175073.7	VCPIP1	80124	9942
ENSG00000172465.13	TCEAL1	9338	1602
ENSG00000256028.2	NA	NA	5618
ENSG00000167323.11	STIM1	6786	7130
ENSG00000073578.16	SDHA	6389	8383
ENSG00000075292.18	ZNF638	27332	12474
ENSG00000152127.8	MGAT5	4249	8578
ENSG00000060656.19	PTPRU	10076	6682
ENSG00000138604.9	GLCE	26035	6630
ENSG00000171130.17	ATP6V0E2	155066	3335
ENSG00000166923.10	GREM1	26585	14606
ENSG00000248643.5	RBM14-RBM4	100526737	2577
ENSG00000204540.10	PSORS1C1	170679	5781
ENSG00000198876.12	DCAF12	25853	4390
ENSG00000147381.11	MAGEA4	4103	3081
ENSG00000200320.1	SNORA63	6043	132
ENSG00000121644.18	DESI2	51029	5104
ENSG00000141510.16	TP53	7157	4576
ENSG00000127946.16	HIP1	3092	8953
ENSG00000111321.10	LTBR	4055	6280
ENSG00000182149.20	IST1	9798	7806
ENSG00000143457.10	GOLPH3L	55204	3329
ENSG00000106785.14	TRIM14	9830	5469
ENSG00000198646.13	NCOA6	23054	11131
ENSG00000177106.14	EPS8L2	64787	5693
ENSG00000171316.11	CHD7	55636	16982
ENSG00000172845.14	SP3	6670	10704
ENSG00000135678.11	CPM	1368	7535
ENSG00000100364.18	KIAA0930	23313	10019
ENSG00000108819.10	PPP1R9B	84687	4298
ENSG00000159307.18	SCUBE1	80274	12135
ENSG00000105855.9	ITGB8	3696	15156
ENSG00000117360.12	PRPF3	9129	5373
ENSG00000136754.16	ABI1	10006	4218
ENSG00000106771.12	TMEM245	23731	9484
ENSG00000096746.17	HNRNPH3	3189	5373
ENSG00000008735.13	MAPK8IP2	23542	5901
ENSG00000073969.18	NSF	4905	5005
ENSG00000156968.8	MPV17L	255027	6009
ENSG00000131941.7	RHPN2	85415	4804
ENSG00000133706.17	LARS1	51520	8118
ENSG00000181555.20	SETD2	29072	10099
ENSG00000089685.14	BIRC5	332	3815
ENSG00000162073.13	PAQR4	124222	2972
ENSG00000254452.1	NA	NA	589
ENSG00000155957.17	TMBIM4	51643	4137
ENSG00000103260.8	METRN	79006	3692
ENSG00000110048.11	OSBP	5007	5492
ENSG00000111639.7	MRPL51	51258	1551
ENSG00000177508.11	IRX3	79191	2911
ENSG00000211685.3	IGLC7	28834	441
ENSG00000139146.13	SINHCAF	58516	5748
ENSG00000126012.11	KDM5C	8242	8727
ENSG00000115523.16	GNLY	10578	3051
ENSG00000135924.15	DNAJB2	3300	5886
ENSG00000136720.6	HS6ST1	9394	4683
ENSG00000281990.1	IGHV1-69-2	28458	353
ENSG00000168924.14	LETM1	3954	8184
ENSG00000196704.11	AMZ2	51321	4214
ENSG00000141934.9	PLPP2	8612	7059
ENSG00000140632.16	GLYR1	84656	5470
ENSG00000108523.15	RNF167	26001	2744
ENSG00000093010.13	COMT	1312	5195
ENSG00000063660.8	GPC1	2817	6516
ENSG00000006007.11	GDE1	51573	4416
ENSG00000162613.16	FUBP1	8880	5666
ENSG00000035687.9	ADSS2	159	3666
ENSG00000106366.8	SERPINE1	5054	3190
ENSG00000071564.14	TCF3	6929	6080
ENSG00000198843.12	SELENOT	51714	4135
ENSG00000154930.14	ACSS1	84532	8691
ENSG00000080345.17	RIF1	55183	18166
ENSG00000279569.1	NA	NA	4170
ENSG00000138829.11	FBN2	2201	13196
ENSG00000101191.16	DIDO1	11083	13281
ENSG00000203880.11	PCMTD2	55251	5997
ENSG00000102038.15	SMARCA1	6594	4363
ENSG00000169129.14	AFAP1L2	84632	5789
ENSG00000197586.12	ENTPD6	955	5327
ENSG00000147044.20	CASK	8573	10529
ENSG00000140688.16	RUSF1	64755	3630
ENSG00000134046.11	MBD2	8932	5810
ENSG00000100614.17	PPM1A	5494	11860
ENSG00000113083.13	LOX	4015	5547
ENSG00000055208.18	TAB2	23118	6010
ENSG00000117399.13	CDC20	991	2038
ENSG00000145685.13	LHFPL2	10184	7977
ENSG00000152642.10	GPD1L	23171	4802
ENSG00000176463.13	SLCO3A1	28232	9435
ENSG00000137776.16	SLTM	79811	8157
ENSG00000213626.11	LBH	81606	4535
ENSG00000164096.12	ARLN	401152	3148
ENSG00000109084.13	TMEM97	27346	3034
ENSG00000115561.15	CHMP3	51652	7018
ENSG00000054598.6	FOXC1	2296	3926
ENSG00000043039.6	BARX2	8538	3660
ENSG00000125971.16	DYNLRB1	83658	2460
ENSG00000197930.12	ERO1A	30001	7548
ENSG00000079332.14	SAR1A	56681	6914
ENSG00000011201.11	ANOS1	3730	7131
ENSG00000166503.8	HDGFL3	50810	16253
ENSG00000138018.17	SELENOI	85465	8552
ENSG00000267469.1	NA	NA	564
ENSG00000037474.14	NSUN2	54888	5506
ENSG00000272030.1	NA	NA	1054
ENSG00000118985.15	ELL2	22936	7328
ENSG00000167900.11	TK1	7083	1861
ENSG00000250021.7	ARPIN-AP3S2	100526783	2673
ENSG00000118971.7	CCND2	894	7157
ENSG00000153714.5	LURAP1L	286343	2132
ENSG00000169018.5	FEM1B	10116	7569
ENSG00000172403.10	SYNPO2	171024	14034
ENSG00000163320.10	CGGBP1	8545	6490
ENSG00000128607.13	KLHDC10	23008	6622
ENSG00000105738.10	SIPA1L3	23094	10335
ENSG00000148337.20	CIZ1	25792	6993
ENSG00000056097.15	ZFR	51663	6792
ENSG00000101199.12	ARFGAP1	55738	6613
ENSG00000197253.13	TPSB2	64499	1738
ENSG00000104325.6	DECR1	1666	3507
ENSG00000099942.12	CRKL	1399	5325
ENSG00000130193.7	THEM6	51337	3055
ENSG00000163714.17	U2SURP	23350	11118
ENSG00000103657.13	HERC1	8925	17053
ENSG00000167693.16	NXN	64359	5880
ENSG00000144043.11	TEX261	113419	4260
ENSG00000119707.13	RBM25	58517	11859
ENSG00000204936.9	CD177	57126	2501
ENSG00000167110.17	GOLGA2	2801	6961
ENSG00000183978.7	COA3	28958	1922
ENSG00000103249.17	CLCN7	1186	8119
ENSG00000138756.17	BMP2K	55589	9938
ENSG00000152377.13	SPOCK1	6695	6222
ENSG00000277734.7	TRAC	28755	976
ENSG00000103226.17	NOMO3	408050	8274
ENSG00000153922.10	CHD1	1105	10437
ENSG00000167123.18	CERCAM	51148	6059
ENSG00000173166.17	RAPH1	65059	11697
ENSG00000062194.15	GPBP1	65056	6472
ENSG00000134317.17	GRHL1	29841	7952
ENSG00000173113.6	TRMT112	51504	1625
ENSG00000015676.17	NUDCD3	23386	10113
ENSG00000005156.11	LIG3	3980	12919
ENSG00000105612.8	DNASE2	1777	2389
ENSG00000162819.11	BROX	148362	4980
ENSG00000142634.12	EFHD2	79180	2531
ENSG00000079689.13	SCGN	10590	1482
ENSG00000132383.11	RPA1	6117	5492
ENSG00000168785.7	TSPAN5	10098	7430
ENSG00000279861.1	NA	NA	1882
ENSG00000143367.15	TUFT1	7286	3878
ENSG00000123200.16	ZC3H13	23091	10265
ENSG00000143436.10	MRPL9	65005	1812
ENSG00000136527.17	TRA2B	6434	11769
ENSG00000085491.15	SLC25A24	29957	6548
ENSG00000105401.8	CDC37	11140	3041
ENSG00000149182.14	ARFGAP2	84364	5918
ENSG00000224650.2	IGHV3-74	28408	587
ENSG00000196917.5	HCAR1	27198	4768
ENSG00000132361.16	CLUH	23277	6900
ENSG00000119402.16	FBXW2	26190	11263
ENSG00000147533.16	GOLGA7	51125	2474
ENSG00000220205.8	VAMP2	6844	3268
ENSG00000100014.19	SPECC1L	23384	7324
ENSG00000066084.12	DIP2B	57609	10361
ENSG00000115112.7	TFCP2L1	29842	9372
ENSG00000166783.21	MARF1	9665	10919
ENSG00000023228.13	NDUFS1	4719	12268
ENSG00000213463.4	SYNJ2BP	55333	7031
ENSG00000120727.12	PAIP2	51247	3158
ENSG00000080815.18	PSEN1	5663	9947
ENSG00000106460.18	TMEM106B	54664	13867
ENSG00000276644.4	DACH1	1602	5389
ENSG00000041357.15	PSMA4	5685	6996
ENSG00000197506.7	SLC28A3	64078	5063
ENSG00000177614.10	PGBD5	79605	11304
ENSG00000107929.14	LARP4B	23185	12836
ENSG00000104221.12	BRF2	55290	2760
ENSG00000147955.16	SIGMAR1	10280	2196
ENSG00000089159.16	PXN	5829	7460
ENSG00000026751.16	SLAMF7	57823	4833
ENSG00000187474.4	FPR3	2359	2772
ENSG00000183726.10	TMEM50A	23585	3410
ENSG00000101040.19	ZMYND8	23613	7625
ENSG00000167461.11	RAB8A	4218	5191
ENSG00000103994.16	ZNF106	64397	12208
ENSG00000123136.14	DDX39A	10212	3840
ENSG00000102921.7	N4BP1	9683	7839
ENSG00000175115.11	PACS1	55690	9037
ENSG00000114346.13	ECT2	1894	5499
ENSG00000181524.6	RPL24P4	377381	421
ENSG00000132823.10	OSER1	51526	1712
ENSG00000104490.17	NCALD	83988	8042
ENSG00000107201.9	RIGI	23586	4353
ENSG00000173894.10	CBX2	84733	5687
ENSG00000103353.15	UBFD1	56061	8619
ENSG00000113758.13	DBN1	1627	5119
ENSG00000163328.13	GPR155	151556	7769
ENSG00000256206.2	NA	NA	1221
ENSG00000028137.18	TNFRSF1B	7133	3766
ENSG00000104133.14	SPG11	80208	11853
ENSG00000146733.13	PSPH	5723	2762
ENSG00000187164.19	SHTN1	57698	8247
ENSG00000241685.9	ARPC1A	10552	2053
ENSG00000146112.11	PPP1R18	170954	4599
ENSG00000112406.4	HECA	51696	5614
ENSG00000159692.15	CTBP1	1487	8361
ENSG00000166847.9	DCTN5	84516	12740
ENSG00000072042.12	RDH11	51109	5518
ENSG00000101596.14	SMCHD1	23347	12210
ENSG00000162298.18	SYVN1	84447	5496
ENSG00000100926.14	TM9SF1	10548	3536
ENSG00000150760.12	DOCK1	1793	8142
ENSG00000141380.13	SS18	6760	6144
ENSG00000163938.16	GNL3	26354	3318
ENSG00000141425.17	RPRD1A	55197	8442
ENSG00000155090.14	KLF10	7071	4003
ENSG00000122705.16	CLTA	1211	2515
ENSG00000014641.17	MDH1	4190	4990
ENSG00000159200.17	RCAN1	1827	6990
ENSG00000171206.13	TRIM8	81603	2916
ENSG00000054219.10	LY75	4065	8798
ENSG00000116237.15	ICMT	23463	4910
ENSG00000076944.15	STXBP2	6813	6036
ENSG00000116604.17	MEF2D	4209	6400
ENSG00000186834.3	HEXIM1	10614	3600
ENSG00000254087.7	LYN	4067	6185
ENSG00000211448.11	DIO2	1734	7494
ENSG00000166908.17	PIP4K2C	79837	3299
ENSG00000058063.15	ATP11B	23200	9196
ENSG00000242887.1	IGHJ3	28479	49
ENSG00000115540.14	MOB4	25843	4296
ENSG00000183888.4	SRARP	149563	3039
ENSG00000258465.6	NA	NA	2875
ENSG00000141298.17	SSH2	85464	12608
ENSG00000210194.1	NA	NA	69
ENSG00000160058.18	BSDC1	55108	6271
ENSG00000162188.5	GNG3	2785	882
ENSG00000091490.10	SEL1L3	23231	7489
ENSG00000102287.18	GABRE	2564	9612
ENSG00000158158.11	CNNM4	26504	5105
ENSG00000141385.9	AFG3L2	10939	6624
ENSG00000173905.8	GOLIM4	27333	4647
ENSG00000268083.5	NA	NA	963
ENSG00000033627.16	ATP6V0A1	535	10955
ENSG00000139793.18	MBNL2	10150	4908
ENSG00000067182.7	TNFRSF1A	7132	4005
ENSG00000196754.10	S100A2	6273	1567
ENSG00000155792.9	DEPTOR	64798	2622
ENSG00000111786.8	SRSF9	8683	3744
ENSG00000144452.14	ABCA12	26154	9416
ENSG00000162433.14	AK4	205	7578
ENSG00000177888.7	ZBTB41	360023	8562
ENSG00000132912.12	DCTN4	51164	6417
ENSG00000123091.4	RNF11	26994	3122
ENSG00000164308.16	ERAP2	64167	7422
ENSG00000175662.17	TOM1L2	146691	7863
ENSG00000142230.11	SAE1	10055	3396
ENSG00000107862.4	GBF1	8729	6641
ENSG00000105063.18	PPP6R1	22870	6583
ENSG00000163873.9	GRIK3	2899	10111
ENSG00000107959.15	PITRM1	10531	6979
ENSG00000100605.16	ITPK1	3705	6783
ENSG00000117153.15	KLHL12	59349	3552
ENSG00000156535.13	CD109	135228	9563
ENSG00000099331.13	MYO9B	4650	9948
ENSG00000145901.14	TNIP1	10318	5793
ENSG00000124596.16	OARD1	221443	6523
ENSG00000143398.19	PIP5K1A	8394	5405
ENSG00000103502.13	CDIPT	10423	3325
ENSG00000241294.1	IGKV2-24	28923	390
ENSG00000005889.15	ZFX	7543	9037
ENSG00000136536.14	MARCHF7	64844	6288
ENSG00000127884.4	ECHS1	1892	1617
ENSG00000182180.13	MRPS16	51021	2794
ENSG00000113742.12	CPEB4	80315	10272
ENSG00000182197.10	EXT1	2131	8325
ENSG00000163814.7	CDCP1	64866	6507
ENSG00000113569.15	NUP155	9631	9233
ENSG00000025800.13	KPNA6	23633	7480
ENSG00000157933.9	SKI	6497	6080
ENSG00000163349.21	HIPK1	204851	9280
ENSG00000182087.12	TMEM259	91304	4031
ENSG00000182463.15	TSHZ2	128553	12581
ENSG00000166167.17	BTRC	8945	6613
ENSG00000124614.13	RPS10	6204	1642
ENSG00000064607.16	SUGP2	10147	8468
ENSG00000186665.9	C17orf58	284018	2396
ENSG00000164941.13	INTS8	55656	7866
ENSG00000103035.10	PSMD7	5713	2740
ENSG00000104415.13	CCN4	8840	3844
ENSG00000107263.18	RAPGEF1	2889	7002
ENSG00000255071.3	SAA2-SAA4	100528017	743
ENSG00000134313.15	KIDINS220	57498	15362
ENSG00000164808.16	SPIDR	23514	7477
ENSG00000105443.13	CYTH2	9266	9509
ENSG00000178467.17	P4HTM	54681	7641
ENSG00000257093.6	DENND11	57189	7356
ENSG00000120896.13	SORBS3	10174	6097
ENSG00000164402.13	SEPTIN8	23176	7711
ENSG00000072518.20	MARK2	2011	6154
ENSG00000164776.9	PHKG1	5260	2762
ENSG00000102393.9	GLA	2717	2065
ENSG00000135372.8	NAT10	55226	5242
ENSG00000013374.15	NUB1	51667	5411
ENSG00000067369.13	TP53BP1	7158	12991
ENSG00000262655.3	SPON1	10418	5102
ENSG00000153132.12	CLGN	1047	3127
ENSG00000134644.15	PUM1	9698	6621
ENSG00000100836.10	PABPN1	8106	3876
ENSG00000148229.12	POLE3	54107	2604
ENSG00000147813.15	NAPRT	93100	3079
ENSG00000100413.16	POLR3H	171568	6594
ENSG00000114503.10	NCBP2	22916	5114
ENSG00000115919.14	KYNU	8942	17600
ENSG00000119139.17	TJP2	9414	7749
ENSG00000265784.1	NA	NA	456
ENSG00000204120.14	GIGYF2	26058	13416
ENSG00000116685.15	KIAA2013	90231	3281
ENSG00000122694.15	GLIPR2	152007	3055
ENSG00000102362.15	SYTL4	94121	7428
ENSG00000024422.11	EHD2	30846	3923
ENSG00000197903.7	H2BC12	85236	381
ENSG00000105854.12	PON2	5445	3843
ENSG00000100902.10	PSMA6	5687	6506
ENSG00000113716.12	HMGXB3	22993	6263
ENSG00000101782.14	RIOK3	8780	5320
ENSG00000170871.11	KIAA0232	9778	8499
ENSG00000240864.3	IGKV1-16	28938	378
ENSG00000213977.7	TAX1BP3	30851	1383
ENSG00000172534.13	HCFC1	3054	9004
ENSG00000269028.3	NA	NA	1049
ENSG00000003249.13	DBNDD1	79007	4791
ENSG00000159363.17	ATP13A2	23400	5253
ENSG00000068120.14	COASY	80347	4032
ENSG00000105778.18	AVL9	23080	14757
ENSG00000152104.11	PTPN14	5784	18756
