probe	SYMBOL	ENTREZID
ENSG00000130829.17	DUSP9	1852
ENSG00000130830.14	MPP1	4354
ENSG00000130844.16	ZNF331	55422
ENSG00000130856.15	ZNF236	7776
ENSG00000130876.11	SLC7A10	56301
ENSG00000130881.13	LRP3	4037
ENSG00000130921.7	C12orf65	91574
ENSG00000130935.9	NOL11	25926
ENSG00000130939.18	UBE4B	10277
ENSG00000130940.14	CASZ1	54897
ENSG00000130943.6	PKDREJ	10343
ENSG00000130948.9	HSD17B3	3293
ENSG00000130950.13	NUTM2F	54754
ENSG00000130956.13	HABP4	22927
ENSG00000130957.4	FBP2	8789
ENSG00000130958.11	SLC35D2	11046
ENSG00000130962.17	PRRG1	5638
ENSG00000130985.16	UBA1	7317
ENSG00000130988.12	RGN	9104
ENSG00000130997.16	POLN	353497
ENSG00000131013.3	PPIL4	85313
ENSG00000131015.4	ULBP2	80328
ENSG00000131016.16	AKAP12	9590
ENSG00000131018.22	SYNE1	23345
ENSG00000131019.10	ULBP3	79465
ENSG00000131023.12	LATS1	9113
ENSG00000131037.14	EPS8L1	54869
ENSG00000131042.14	LILRB2	10288
ENSG00000131043.11	AAR2	25980
ENSG00000131044.16	TTLL9	164395
ENSG00000131050.10	BPIFA2	140683
ENSG00000131051.22	RBM39	9584
ENSG00000131055.4	COX4I2	84701
ENSG00000131059.11	BPIFA3	128861
ENSG00000131061.13	ZNF341	84905
ENSG00000131067.16	GGT7	2686
ENSG00000131068.3	DEFB118	117285
ENSG00000131069.19	ACSS2	55902
ENSG00000131080.14	EDA2R	60401
ENSG00000131089.15	ARHGEF9	23229
ENSG00000131094.3	C1QL1	10882
ENSG00000131095.12	GFAP	2670
ENSG00000131096.10	PYY	5697
ENSG00000131097.6	HIGD1B	51751
ENSG00000131100.12	ATP6V1E1	529
ENSG00000131115.15	ZNF227	7770
ENSG00000131116.11	ZNF428	126299
ENSG00000131126.18	TEX101	83639
ENSG00000131127.13	ZNF141	7700
ENSG00000131142.13	CCL25	6370
ENSG00000131143.8	COX4I1	1327
ENSG00000131148.8	EMC8	10328
ENSG00000131149.18	GSE1	23199
ENSG00000131152.4	NA	NA
ENSG00000131153.8	GINS2	51659
ENSG00000131165.14	CHMP1A	5119
ENSG00000131171.12	SH3BGRL	6451
ENSG00000131174.4	COX7B	1349
ENSG00000131183.10	SLC34A1	6569
ENSG00000131187.9	F12	2161
ENSG00000131188.11	PRR7	80758
ENSG00000131196.17	NFATC1	4772
ENSG00000131203.12	IDO1	3620
ENSG00000131233.9	GJA9	81025
ENSG00000131236.16	CAP1	10487
ENSG00000131238.17	PPT1	5538
ENSG00000131242.17	RAB11FIP4	84440
ENSG00000131263.12	RLIM	51132
ENSG00000131264.3	CDX4	1046
ENSG00000131269.15	ABCB7	22
ENSG00000131323.14	TRAF3	7187
ENSG00000131351.14	HAUS8	93323
ENSG00000131355.14	ADGRE3	84658
ENSG00000131368.7	MRPS25	64432
ENSG00000131370.15	SH3BP5	9467
ENSG00000131373.14	HACL1	26061
ENSG00000131374.14	TBC1D5	9779
ENSG00000131375.9	CAPN7	23473
ENSG00000131378.13	RFTN1	23180
ENSG00000131379.9	C3orf20	84077
ENSG00000131381.12	RBSN	64145
ENSG00000131386.17	GALNT15	117248
ENSG00000131389.16	SLC6A6	6533
ENSG00000131398.13	KCNC3	3748
ENSG00000131400.7	NAPSA	9476
ENSG00000131408.13	NR1H2	7376
ENSG00000131409.12	LRRC4B	94030
ENSG00000131435.12	PDLIM4	8572
ENSG00000131437.15	KIF3A	11127
ENSG00000131446.16	MGAT1	4245
ENSG00000131459.12	GFPT2	9945
ENSG00000131462.7	TUBG1	7283
ENSG00000131467.10	PSME3	10197
ENSG00000131469.12	RPL27	6155
ENSG00000131470.14	PSMC3IP	29893
ENSG00000131471.6	AOC3	8639
ENSG00000131473.16	ACLY	47
ENSG00000131475.6	VPS25	84313
ENSG00000131477.10	RAMP2	10266
ENSG00000131480.8	AOC2	314
ENSG00000131482.9	G6PC	2538
ENSG00000131495.8	NDUFA2	4695
ENSG00000131503.20	ANKHD1	54882
ENSG00000131504.15	DIAPH1	1729
ENSG00000131507.10	NDFIP1	80762
ENSG00000131508.15	UBE2D2	7322
ENSG00000131558.14	EXOC4	60412
ENSG00000131584.18	ACAP3	116983
ENSG00000131591.17	C1orf159	54991
ENSG00000131620.17	ANO1	55107
ENSG00000131626.16	PPFIA1	8500
ENSG00000131634.13	TMEM204	79652
ENSG00000131650.13	KREMEN2	79412
ENSG00000131652.13	THOC6	79228
ENSG00000131653.12	TRAF7	84231
ENSG00000131668.13	BARX1	56033
ENSG00000131669.9	NINJ1	4814
ENSG00000131686.14	CA6	765
ENSG00000131697.17	NPHP4	261734
ENSG00000131711.14	MAP1B	4131
ENSG00000131721.5	RHOXF2	84528
ENSG00000131724.10	IL13RA1	3597
ENSG00000131725.13	WDR44	54521
ENSG00000131730.15	CKMT2	1160
ENSG00000131732.11	ZCCHC9	84240
ENSG00000131737.5	KRT34	3885
ENSG00000131738.10	KRT33B	3884
ENSG00000131746.12	TNS4	84951
ENSG00000131747.14	TOP2A	7153
ENSG00000131748.15	STARD3	10948
ENSG00000131759.17	RARA	5914
ENSG00000131771.13	PPP1R1B	84152
ENSG00000131773.13	KHDRBS3	10656
ENSG00000131778.18	CHD1L	9557
ENSG00000131779.10	PEX11B	8799
ENSG00000131781.12	FMO5	2330
ENSG00000131788.15	PIAS3	10401
ENSG00000131791.7	PRKAB2	5565
ENSG00000131808.10	FSHB	2488
ENSG00000131828.13	PDHA1	5160
ENSG00000131831.17	RAI2	10742
ENSG00000131844.15	MCCC2	64087
ENSG00000131845.14	ZNF304	57343
ENSG00000131848.9	ZSCAN5A	79149
ENSG00000131849.11	ZNF132	7691
ENSG00000131864.10	USP29	57663
ENSG00000131871.14	SELENOS	55829
ENSG00000131873.5	CHSY1	22856
ENSG00000131876.16	SNRPA1	6627
ENSG00000131899.10	LLGL1	3996
ENSG00000131910.4	NR0B2	8431
ENSG00000131914.10	LIN28A	79727
ENSG00000131931.8	THAP1	55145
ENSG00000131941.7	RHPN2	85415
ENSG00000131943.17	C19orf12	83636
ENSG00000131944.9	FAAP24	91442
ENSG00000131951.10	LRRC9	NA
ENSG00000131966.13	ACTR10	55860
ENSG00000131969.14	ABHD12B	145447
ENSG00000131979.18	GCH1	2643
ENSG00000131981.15	LGALS3	3958
ENSG00000132000.11	PODNL1	79883
ENSG00000132002.7	DNAJB1	3337
ENSG00000132003.9	ZSWIM4	65249
ENSG00000132004.12	FBXW9	84261
ENSG00000132005.8	RFX1	5989
ENSG00000132010.15	ZNF20	7568
ENSG00000132016.11	C19orf57	79173
ENSG00000132017.10	DCAF15	90379
ENSG00000132024.17	CC2D1A	54862
ENSG00000132026.13	RTBDN	83546
ENSG00000132031.12	MATN3	4148
ENSG00000132109.9	TRIM21	6737
ENSG00000132122.11	SPATA6	54558
ENSG00000132128.16	LRRC41	10489
ENSG00000132141.13	CCT6B	10693
ENSG00000132153.14	DHX30	22907
ENSG00000132155.11	RAF1	5894
ENSG00000132164.9	SLC6A11	6538
ENSG00000132170.19	PPARG	5468
ENSG00000132182.11	NUP210	23225
ENSG00000132185.16	FCRLA	84824
ENSG00000132196.13	HSD17B7	51478
ENSG00000132199.18	ENOSF1	55556
ENSG00000132205.10	EMILIN2	84034
ENSG00000132207.17	SLX1A	548593
ENSG00000132254.12	ARFIP2	23647
ENSG00000132256.18	TRIM5	85363
ENSG00000132259.12	CNGA4	1262
ENSG00000132274.15	TRIM22	10346
ENSG00000132275.10	RRP8	23378
ENSG00000132286.11	TIMM10B	26515
ENSG00000132294.14	EFR3A	23167
ENSG00000132297.11	HHLA1	10086
ENSG00000132300.18	PTCD3	55037
ENSG00000132305.20	IMMT	10989
ENSG00000132313.14	MRPL35	51318
ENSG00000132321.16	IQCA1	79781
ENSG00000132323.8	ILKAP	80895
ENSG00000132326.11	PER2	8864
ENSG00000132329.10	RAMP1	10267
ENSG00000132330.16	SCLY	51540
ENSG00000132334.16	PTPRE	5791
ENSG00000132341.11	RAN	5901
ENSG00000132356.11	PRKAA1	5562
ENSG00000132357.13	CARD6	84674
ENSG00000132359.14	RAP1GAP2	23108
ENSG00000132361.16	CLUH	23277
ENSG00000132376.19	INPP5K	51763
ENSG00000132382.14	MYBBP1A	10514
ENSG00000132383.11	RPA1	6117
ENSG00000132386.10	SERPINF1	5176
ENSG00000132388.12	UBE2G1	7326
ENSG00000132394.10	EEFSEC	60678
ENSG00000132405.18	TBC1D14	57533
ENSG00000132406.11	TMEM128	85013
ENSG00000132423.11	COQ3	51805
ENSG00000132424.14	PNISR	25957
ENSG00000132429.9	POPDC3	64208
ENSG00000132432.13	SEC61G	23480
ENSG00000132434.9	LANCL2	55915
ENSG00000132436.11	FIGNL1	63979
ENSG00000132437.17	DDC	1644
ENSG00000132446.6	FTHL17	53940
ENSG00000132463.13	GRSF1	2926
ENSG00000132464.11	ENAM	10117
ENSG00000132465.10	JCHAIN	3512
ENSG00000132466.18	ANKRD17	26057
ENSG00000132467.3	UTP3	57050
ENSG00000132470.13	ITGB4	3691
ENSG00000132471.11	WBP2	23558
ENSG00000132475.10	H3F3B	3021
ENSG00000132478.9	UNK	85451
ENSG00000132481.6	TRIM47	91107
ENSG00000132485.13	ZRANB2	9406
ENSG00000132507.17	EIF5A	1984
ENSG00000132510.10	KDM6B	23135
ENSG00000132514.13	CLEC10A	10462
ENSG00000132517.14	SLC52A1	55065
ENSG00000132518.6	GUCY2D	3000
ENSG00000132522.15	GPS2	2874
ENSG00000132530.16	XAF1	54739
ENSG00000132535.18	DLG4	1742
ENSG00000132541.10	RIDA	10247
ENSG00000132549.18	VPS13B	157680
ENSG00000132554.19	RGS22	26166
ENSG00000132561.13	MATN2	4147
ENSG00000132563.15	REEP2	51308
ENSG00000132570.14	PCBD2	84105
ENSG00000132581.9	SDF2	6388
ENSG00000132589.15	FLOT2	2319
ENSG00000132591.11	ERAL1	26284
ENSG00000132600.16	PRMT7	54496
ENSG00000132603.13	NIP7	51388
ENSG00000132604.10	TERF2	7014
ENSG00000132612.15	VPS4A	27183
ENSG00000132613.14	MTSS1L	92154
ENSG00000132622.10	HSPA12B	116835
ENSG00000132623.15	ANKEF1	63926
ENSG00000132631.5	SCP2D1	140856
ENSG00000132635.16	PCED1A	64773
ENSG00000132639.12	SNAP25	6616
ENSG00000132640.14	BTBD3	22903
ENSG00000132646.10	PCNA	5111
ENSG00000132661.3	NXT1	29107
ENSG00000132664.11	POLR3F	10621
ENSG00000132669.12	RIN2	54453
ENSG00000132670.20	PTPRA	5786
ENSG00000132671.5	SSTR4	6754
ENSG00000132676.15	DAP3	7818
ENSG00000132677.12	RHBG	57127
ENSG00000132680.10	KIAA0907	22889
ENSG00000132681.16	ATP1A4	480
ENSG00000132688.10	NES	10763
ENSG00000132692.18	BCAN	63827
ENSG00000132693.12	CRP	1401
ENSG00000132694.18	ARHGEF11	9826
ENSG00000132698.14	RAB25	57111
ENSG00000132702.12	HAPLN2	60484
ENSG00000132703.3	APCS	325
ENSG00000132704.15	FCRL2	79368
ENSG00000132716.18	DCAF8	50717
ENSG00000132718.8	SYT11	23208
ENSG00000132740.8	IGHMBP2	3508
ENSG00000132744.7	ACY3	91703
ENSG00000132746.14	ALDH3B2	222
ENSG00000132749.10	TESMIN	9633
ENSG00000132763.14	MMACHC	25974
ENSG00000132768.13	DPH2	1802
ENSG00000132773.11	TOE1	114034
ENSG00000132780.16	NASP	4678
ENSG00000132781.17	MUTYH	4595
ENSG00000132792.18	CTNNBL1	56259
ENSG00000132793.11	LPIN3	64900
ENSG00000132801.6	ZSWIM3	140831
ENSG00000132819.16	RBM38	55544
ENSG00000132821.11	VSTM2L	128434
ENSG00000132823.10	OSER1	51526
ENSG00000132824.13	SERINC3	10955
ENSG00000132825.6	PPP1R3D	5509
ENSG00000132837.14	DMGDH	29958
ENSG00000132840.9	BHMT2	23743
ENSG00000132842.13	AP3B1	8546
ENSG00000132846.5	ZBED3	84327
ENSG00000132849.19	PATJ	10207
ENSG00000132854.18	KANK4	163782
ENSG00000132855.4	ANGPTL3	27329
ENSG00000132872.11	SYT4	6860
ENSG00000132874.14	SLC14A2	8170
ENSG00000132879.13	FBXO44	93611
ENSG00000132881.11	RSG1	79363
ENSG00000132906.17	CASP9	842
ENSG00000132911.4	NMUR2	56923
ENSG00000132912.12	DCTN4	51164
ENSG00000132915.10	PDE6A	5145
ENSG00000132932.16	ATP8A2	51761
ENSG00000132938.19	MTUS2	23281
ENSG00000132950.18	ZMYM5	9205
ENSG00000132952.11	USPL1	10208
ENSG00000132953.16	XPO4	64328
ENSG00000132958.17	TPTE2	93492
ENSG00000132963.7	POMP	51371
ENSG00000132964.11	CDK8	1024
ENSG00000132965.9	ALOX5AP	241
ENSG00000132970.12	WASF3	10810
ENSG00000132972.18	RNF17	56163
ENSG00000132975.7	GPR12	2835
ENSG00000133019.11	CHRM3	1131
ENSG00000133020.4	MYH8	4626
ENSG00000133026.12	MYH10	4628
ENSG00000133027.17	PEMT	10400
ENSG00000133028.10	SCO1	6341
ENSG00000133030.20	MPRIP	23164
ENSG00000133048.12	CHI3L1	1116
ENSG00000133055.8	MYBPH	4608
ENSG00000133056.13	PIK3C2B	5287
ENSG00000133059.16	DSTYK	25778
ENSG00000133063.15	CHIT1	1118
ENSG00000133065.10	SLC41A1	254428
ENSG00000133067.17	LGR6	59352
ENSG00000133069.15	TMCC2	9911
ENSG00000133083.14	DCLK1	9201
ENSG00000133101.9	CCNA1	8900
ENSG00000133103.16	COG6	57511
ENSG00000133104.12	SPART	23111
ENSG00000133105.7	RXFP2	122042
ENSG00000133106.14	EPSTI1	94240
ENSG00000133107.14	TRPC4	7223
ENSG00000133110.14	POSTN	10631
ENSG00000133111.3	RFXAP	5994
ENSG00000133112.16	TPT1	7178
ENSG00000133114.17	GPALPP1	55425
ENSG00000133115.11	STOML3	161003
ENSG00000133116.7	KL	9365
ENSG00000133119.12	RFC3	5983
ENSG00000133121.20	STARD13	90627
ENSG00000133124.11	IRS4	8471
ENSG00000133131.14	MORC4	79710
ENSG00000133134.11	BEX2	84707
ENSG00000133135.13	RNF128	79589
ENSG00000133138.19	TBC1D8B	54885
ENSG00000133142.17	TCEAL4	79921
ENSG00000133169.5	BEX1	55859
ENSG00000133193.12	FAM104A	84923
ENSG00000133195.11	SLC39A11	201266
ENSG00000133216.16	EPHB2	2048
ENSG00000133226.16	SRRM1	10250
ENSG00000133243.8	BTBD2	55643
ENSG00000133246.11	PRAM1	84106
ENSG00000133247.13	KMT5C	84787
ENSG00000133250.13	ZNF414	84330
ENSG00000133256.12	PDE6B	5158
ENSG00000133265.10	HSPBP1	23640
ENSG00000133275.15	CSNK1G2	1455
ENSG00000133302.12	SLF1	84250
ENSG00000133313.14	CNDP2	55748
ENSG00000133315.10	MACROD1	28992
ENSG00000133316.15	WDR74	54663
ENSG00000133317.14	LGALS12	85329
ENSG00000133318.13	RTN3	10313
ENSG00000133321.10	RARRES3	5920
ENSG00000133328.3	HRASLS2	54979
ENSG00000133392.17	MYH11	4629
ENSG00000133393.12	FOPNL	123811
ENSG00000133398.3	MED10	84246
ENSG00000133401.15	PDZD2	23037
ENSG00000133422.12	MORC2	22880
ENSG00000133424.20	LARGE1	9215
ENSG00000133433.10	GSTT2B	653689
ENSG00000133454.15	MYO18B	84700
ENSG00000133460.19	SLC2A11	66035
ENSG00000133466.13	C1QTNF6	114904
ENSG00000133475.17	GGT2	728441
ENSG00000133477.16	FAM83F	113828
ENSG00000133488.14	SEC14L4	284904
ENSG00000133561.15	GIMAP6	474344
ENSG00000133574.9	GIMAP4	55303
ENSG00000133597.10	ADCK2	90956
ENSG00000133606.10	MKRN1	23608
ENSG00000133612.18	AGAP3	116988
ENSG00000133619.17	KRBA1	84626
ENSG00000133627.17	ACTR3B	57180
ENSG00000133636.10	NTS	4922
ENSG00000133639.4	BTG1	694
ENSG00000133640.18	LRRIQ1	84125
ENSG00000133641.17	C12orf29	91298
ENSG00000133657.14	ATP13A3	79572
ENSG00000133661.15	SFTPD	6441
ENSG00000133665.12	DYDC2	84332
ENSG00000133678.13	TMEM254	80195
ENSG00000133687.15	TMTC1	83857
ENSG00000133703.11	KRAS	3845
ENSG00000133704.9	IPO8	10526
ENSG00000133706.17	LARS	51520
ENSG00000133710.15	SPINK5	11005
ENSG00000133731.9	IMPA1	3612
ENSG00000133739.15	LRRCC1	85444
ENSG00000133740.10	E2F5	1875
ENSG00000133742.13	CA1	759
ENSG00000133773.11	CCDC59	29080
ENSG00000133789.14	SWAP70	23075
ENSG00000133794.17	ARNTL	406
ENSG00000133800.8	LYVE1	10894
ENSG00000133805.15	AMPD3	272
ENSG00000133808.4	MICALCL	84953
ENSG00000133812.15	SBF2	81846
ENSG00000133816.13	MICAL2	9645
ENSG00000133818.13	RRAS2	22800
ENSG00000133835.14	HSD17B4	3295
ENSG00000133858.15	ZFC3H1	196441
ENSG00000133863.7	TEX15	56154
ENSG00000133872.13	SARAF	51669
ENSG00000133874.1	RNF122	79845
ENSG00000133878.8	DUSP26	78986
ENSG00000133884.9	DPF2	5977
ENSG00000133895.14	MEN1	4221
ENSG00000133935.6	ERG28	11161
ENSG00000133937.4	GSC	145258
ENSG00000133943.20	C14orf159	80017
ENSG00000133958.13	UNC79	57578
ENSG00000133961.19	NUMB	8650
ENSG00000133962.7	CATSPERB	79820
ENSG00000133980.4	VRTN	55237
ENSG00000133983.14	COX16	51241
ENSG00000133985.2	TTC9	23508
ENSG00000133997.11	MED6	10001
ENSG00000134001.12	EIF2S1	1965
ENSG00000134007.3	ADAM20	8748
ENSG00000134013.15	LOXL2	4017
ENSG00000134014.16	ELP3	55140
ENSG00000134020.7	PEBP4	157310
ENSG00000134028.14	ADAMDEC1	27299
ENSG00000134030.13	CTIF	9811
ENSG00000134042.12	MRO	83876
ENSG00000134046.11	MBD2	8932
ENSG00000134049.5	IER3IP1	51124
ENSG00000134056.11	MRPS36	92259
ENSG00000134057.14	CCNB1	891
ENSG00000134058.11	CDK7	1022
ENSG00000134061.5	CD180	4064
ENSG00000134070.4	IRAK2	3656
ENSG00000134072.10	CAMK1	8536
ENSG00000134077.15	THUMPD3	25917
ENSG00000134086.7	VHL	7428
ENSG00000134107.4	BHLHE40	8553
ENSG00000134108.12	ARL8B	55207
ENSG00000134109.10	EDEM1	9695
ENSG00000134115.12	CNTN6	27255
ENSG00000134121.9	CHL1	10752
ENSG00000134138.19	MEIS2	4212
ENSG00000134146.11	DPH6	89978
ENSG00000134152.10	KATNBL1	79768
ENSG00000134153.9	EMC7	56851
ENSG00000134160.13	TRPM1	4308
ENSG00000134183.11	GNAT2	2780
ENSG00000134184.12	GSTM1	2944
ENSG00000134186.11	PRPF38B	55119
ENSG00000134193.14	REG4	83998
ENSG00000134198.9	TSPAN2	10100
ENSG00000134200.3	TSHB	7252
ENSG00000134201.10	GSTM5	2949
ENSG00000134202.10	GSTM3	2947
ENSG00000134207.15	SYT6	148281
ENSG00000134215.15	VAV3	10451
ENSG00000134216.18	CHIA	27159
ENSG00000134222.16	PSRC1	84722
ENSG00000134240.11	HMGCS2	3158
ENSG00000134242.15	PTPN22	26191
ENSG00000134243.11	SORT1	6272
ENSG00000134245.17	WNT2B	7482
ENSG00000134247.9	PTGFRN	5738
ENSG00000134248.13	LAMTOR5	10542
ENSG00000134249.6	ADAM30	11085
ENSG00000134250.19	NOTCH2	4853
ENSG00000134253.9	TRIM45	80263
ENSG00000134255.13	CEPT1	10390
ENSG00000134256.12	CD101	9398
ENSG00000134258.16	VTCN1	79679
ENSG00000134259.3	NGF	4803
ENSG00000134262.12	AP4B1	10717
ENSG00000134265.12	NAPG	8774
ENSG00000134278.15	SPIRE1	56907
ENSG00000134283.17	PPHLN1	51535
ENSG00000134285.10	FKBP11	51303
ENSG00000134287.9	ARF3	377
ENSG00000134291.11	TMEM106C	79022
ENSG00000134294.13	SLC38A2	54407
ENSG00000134308.13	YWHAQ	10971
ENSG00000134313.15	KIDINS220	57498
ENSG00000134317.17	GRHL1	29841
ENSG00000134318.13	ROCK2	9475
ENSG00000134321.11	RSAD2	91543
ENSG00000134323.11	MYCN	4613
ENSG00000134324.11	LPIN1	23175
ENSG00000134326.11	CMPK2	129607
ENSG00000134330.18	IAH1	285148
ENSG00000134333.13	LDHA	3939
ENSG00000134339.8	SAA2	6289
ENSG00000134343.12	ANO3	63982
ENSG00000134352.19	IL6ST	3572
ENSG00000134363.11	FST	10468
ENSG00000134365.12	CFHR4	10877
ENSG00000134369.15	NAV1	89796
ENSG00000134371.10	CDC73	79577
ENSG00000134375.10	TIMM17A	10440
ENSG00000134376.15	CRB1	23418
ENSG00000134389.9	CFHR5	81494
ENSG00000134398.14	ERN2	10595
ENSG00000134419.15	RPS15A	6210
ENSG00000134438.9	RAX	30062
ENSG00000134440.11	NARS	4677
ENSG00000134443.9	GRP	2922
ENSG00000134444.13	KIAA1468	57614
ENSG00000134452.19	FBXO18	84893
ENSG00000134453.15	RBM17	84991
ENSG00000134460.15	IL2RA	3559
ENSG00000134461.15	ANKRD16	54522
ENSG00000134463.14	ECHDC3	79746
ENSG00000134470.20	IL15RA	3601
ENSG00000134480.13	CCNH	902
ENSG00000134489.6	HRH4	59340
ENSG00000134490.13	TMEM241	85019
ENSG00000134504.12	KCTD1	284252
ENSG00000134508.12	CABLES1	91768
ENSG00000134516.15	DOCK2	1794
ENSG00000134531.9	EMP1	2012
ENSG00000134532.15	SOX5	6660
ENSG00000134533.6	RERG	85004
ENSG00000134538.2	SLCO1B1	10599
ENSG00000134539.16	KLRD1	3824
ENSG00000134545.13	KLRC1	3821
ENSG00000134548.9	SPX	80763
ENSG00000134551.12	PRH2	5555
ENSG00000134569.9	LRP4	4038
ENSG00000134571.10	MYBPC3	4607
ENSG00000134574.11	DDB2	1643
ENSG00000134575.9	ACP2	53
ENSG00000134588.12	USP26	83844
ENSG00000134590.13	RTL8C	8933
ENSG00000134594.4	RAB33A	9363
ENSG00000134595.8	SOX3	6658
ENSG00000134597.15	RBMX2	51634
ENSG00000134602.15	STK26	51765
ENSG00000134627.11	PIWIL4	143689
ENSG00000134640.2	MTNR1B	4544
ENSG00000134644.15	PUM1	9698
ENSG00000134668.12	SPOCD1	90853
ENSG00000134684.10	YARS	8565
ENSG00000134686.18	PHC2	1912
ENSG00000134690.10	CDCA8	55143
ENSG00000134697.12	GNL2	29889
ENSG00000134698.10	AGO4	192670
ENSG00000134709.10	HOOK1	51361
ENSG00000134716.9	CYP2J2	1573
ENSG00000134717.17	BTF3L4	91408
ENSG00000134744.13	ZCCHC11	23318
ENSG00000134748.12	PRPF38A	84950
ENSG00000134755.14	DSC2	1824
ENSG00000134757.4	DSG3	1830
ENSG00000134758.13	RNF138	51444
ENSG00000134759.13	ELP2	55250
ENSG00000134760.5	DSG1	1828
ENSG00000134762.16	DSC3	1825
ENSG00000134765.9	DSC1	1823
ENSG00000134769.21	DTNA	1837
ENSG00000134775.15	FHOD3	80206
ENSG00000134779.14	TPGS2	25941
ENSG00000134780.9	DAGLA	747
ENSG00000134802.17	SLC43A3	29015
ENSG00000134809.8	TIMM10	26519
ENSG00000134812.7	GIF	2694
ENSG00000134815.18	DHX34	9704
ENSG00000134817.10	APLNR	187
ENSG00000134824.13	FADS2	9415
ENSG00000134825.15	TMEM258	746
ENSG00000134827.7	TCN1	6947
ENSG00000134830.5	C5AR2	27202
ENSG00000134851.12	TMEM165	55858
ENSG00000134852.14	CLOCK	9575
ENSG00000134853.11	PDGFRA	5156
ENSG00000134864.10	GGACT	87769
ENSG00000134871.17	COL4A2	1284
ENSG00000134873.9	CLDN10	9071
ENSG00000134874.17	DZIP1	22873
ENSG00000134882.15	UBAC2	337867
ENSG00000134884.13	ARGLU1	55082
ENSG00000134897.13	BIVM	54841
ENSG00000134899.18	ERCC5	2073
ENSG00000134900.11	TPP2	7174
ENSG00000134901.12	KDELC1	79070
ENSG00000134905.16	CARS2	79587
ENSG00000134909.18	ARHGAP32	9743
ENSG00000134910.12	STT3A	3703
ENSG00000134917.9	ADAMTS8	11095
ENSG00000134940.13	ACRV1	56
ENSG00000134954.14	ETS1	2113
ENSG00000134955.11	SLC37A2	219855
ENSG00000134962.6	KLB	152831
ENSG00000134970.13	TMED7	51014
ENSG00000134982.16	APC	324
ENSG00000134986.13	NREP	9315
ENSG00000134987.11	WDR36	134430
ENSG00000134996.11	OSTF1	26578
ENSG00000135002.11	RFK	55312
ENSG00000135018.13	UBQLN1	29979
ENSG00000135040.15	NAA35	60560
ENSG00000135045.6	C9orf40	55071
ENSG00000135046.13	ANXA1	301
ENSG00000135047.14	CTSL	1514
ENSG00000135048.13	TMEM2	23670
ENSG00000135049.15	AGTPBP1	23287
ENSG00000135052.16	GOLM1	51280
ENSG00000135063.17	FAM189A2	9413
ENSG00000135069.13	PSAT1	29968
ENSG00000135070.14	ISCA1	81689
ENSG00000135074.15	ADAM19	8728
ENSG00000135077.8	HAVCR2	84868
ENSG00000135083.14	CCNJL	79616
ENSG00000135090.13	TAOK3	51347
ENSG00000135093.12	USP30	84749
ENSG00000135094.10	SDS	10993
ENSG00000135097.6	MSI1	4440
ENSG00000135100.17	HNF1A	6927
ENSG00000135108.14	FBXO21	23014
ENSG00000135111.15	TBX3	6926
ENSG00000135114.12	OASL	8638
ENSG00000135116.9	HRK	8739
ENSG00000135119.14	RNFT2	84900
ENSG00000135124.14	P2RX4	5025
ENSG00000135127.11	BICDL1	92558
ENSG00000135144.7	DTX1	1840
ENSG00000135148.11	TRAFD1	10906
ENSG00000135164.18	DMTF1	9988
ENSG00000135175.5	OCM2	4951
ENSG00000135185.11	TMEM243	79161
ENSG00000135205.14	CCDC146	57639
ENSG00000135211.5	TMEM60	85025
ENSG00000135218.17	CD36	948
ENSG00000135220.10	UGT2A3	79799
ENSG00000135222.6	CSN2	1447
ENSG00000135226.17	UGT2B28	54490
ENSG00000135241.16	PNPLA8	50640
ENSG00000135245.9	HILPDA	29923
ENSG00000135248.15	FAM71F1	84691
ENSG00000135249.7	RINT1	60561
ENSG00000135250.16	SRPK2	6733
ENSG00000135253.13	KCP	375616
ENSG00000135269.17	TES	26136
ENSG00000135272.10	MDFIC	29969
ENSG00000135297.15	MTO1	25821
ENSG00000135298.13	ADGRB3	577
ENSG00000135299.16	ANKRD6	22881
ENSG00000135312.6	HTR1B	3351
ENSG00000135314.12	KHDC1	80759
ENSG00000135315.11	CEP162	22832
ENSG00000135316.17	SYNCRIP	10492
ENSG00000135317.12	SNX14	57231
ENSG00000135318.11	NT5E	4907
ENSG00000135324.5	MRAP2	112609
ENSG00000135333.13	EPHA7	2045
ENSG00000135334.8	AKIRIN2	55122
ENSG00000135336.14	ORC3	23595
ENSG00000135338.13	LCA5	167691
ENSG00000135341.17	MAP3K7	6885
ENSG00000135346.8	CGA	1081
ENSG00000135355.4	GJA10	84694
ENSG00000135362.13	PRR5L	79899
ENSG00000135363.11	LMO2	4005
ENSG00000135365.15	PHF21A	51317
ENSG00000135372.8	NAT10	55226
ENSG00000135373.12	EHF	26298
ENSG00000135374.9	ELF5	2001
ENSG00000135378.3	PRRG4	79056
ENSG00000135387.20	CAPRIN1	4076
ENSG00000135390.17	ATP5G2	517
ENSG00000135392.15	DNAJC14	85406
ENSG00000135404.11	CD63	967
ENSG00000135406.13	PRPH	5630
ENSG00000135407.10	AVIL	10677
ENSG00000135409.10	AMHR2	269
ENSG00000135413.8	LACRT	90070
ENSG00000135414.9	GDF11	10220
ENSG00000135423.12	GLS2	27165
ENSG00000135424.15	ITGA7	3679
ENSG00000135426.15	TESPA1	9840
ENSG00000135436.8	FAM186B	84070
ENSG00000135437.9	RDH5	5959
